  Day,Susceptible_DC,Incubating_DC,Infected_DC,Colonized_DC,Recovered_DC,Dead_DC,Hospitalized_DC,NewAdmissions_DC,EDVisits_DC,ICU_DC,Tests_DC,Quarantined_DC,numHousholdQuarantined_DC,InfectiousEventsPrevented_DC,confirmedcases_DC,Susceptible_VA,Incubating_VA,Infected_VA,Colonized_VA,Recovered_VA,Dead_VA,Hospitalized_VA,NewAdmissions_VA,EDVisits_VA,ICU_VA,Tests_VA,Quarantined_VA,numHousholdQuarantined_VA,InfectiousEventsPrevented_VA,confirmedcases_VA,Susceptible_MD,Incubating_MD,Infected_MD,Colonized_MD,Recovered_MD,Dead_MD,Hospitalized_MD,NewAdmissions_MD,EDVisits_MD,ICU_MD,Tests_MD,Quarantined_MD,numHousholdQuarantined_MD,InfectiousEventsPrevented_MD,confirmedcases_MD,Susceptible,Incubating,Infected,Colonized,Recovered, Dead,Hospitalized,NewAdmissions,EDVisits,  ICU,Tests,Quarantined,numHousholdQuarantined,InfectiousEventsPrevented,confirmedcases
   31,685039,  746,  170, 1075,  555,    1,   12,    2,    0,    3,   27,    0,    0,    0,   13,2505067, 1871,  408, 2781, 1630,    0,   33,    4,   11,   15,   73,    0,    0,    0,   36,6102519, 3900,  815, 5699, 3266,    3,   59,   16,   29,   26,  165,    0,    0,    0,   68,9292625, 6517, 1393, 9555, 5451,    4,  104,   22,   40,   44,  265,    0,    0,    0,  117
   32,684597,  836,  203, 1245,  703,    2,   13,    3,    3,    3,   33,    0,    0,    0,   16,2503939, 2127,  493, 3213, 1985,    0,   48,   16,   12,   24,  101,    0,    0,    0,   52,6100277, 4346,  956, 6586, 4033,    4,   80,   23,   26,   33,  214,    0,    0,    0,   91,9288813, 7309, 1652,11044, 6721,    6,  141,   42,   41,   60,  348,    0,    0,    0,  159
   33,684105,  918,  254, 1459,  848,    2,   20,    7,    4,    6,   44,    0,    0,    0,   23,2502688, 2395,  586, 3675, 2413,    0,   57,   12,   12,   28,  125,    0,    0,    0,   64,6097746, 4871, 1158, 7486, 4935,    6,   99,   23,   34,   38,  271,    0,    0,    0,  114,9284539, 8184, 1998,12620, 8196,    8,  176,   42,   50,   72,  440,    0,    0,    0,  201
   34,683582, 1068,  305, 1567, 1060,    4,   24,    7,    6,   10,   57,    0,    0,    0,   30,2501372, 2623,  689, 4167, 2905,    1,   71,   15,   20,   31,  160,    0,    0,    0,   79,6094973, 5373, 1380, 8475, 5991,   10,  117,   25,   42,   48,  338,    0,    0,    0,  139,9279927, 9064, 2374,14209, 9956,   15,  212,   47,   68,   89,  555,    0,    0,    0,  248
   35,682975, 1174,  357, 1838, 1237,    5,   33,   10,    4,   17,   71,    0,    0,    0,   40,2499994, 2764,  791, 4722, 3482,    4,   84,   20,   26,   40,  206,    0,    0,    0,   99,6092038, 5754, 1620, 9633, 7147,   10,  132,   16,   36,   53,  390,    0,    0,    0,  155,9275007, 9692, 2768,16193,11866,   19,  249,   46,   66,  110,  667,    0,    0,    0,  294
   36,682366, 1211,  413, 2095, 1496,    5,   39,    9,   15,   21,   95,    0,    0,    0,   49,2498495, 2943,  909, 5268, 4138,    4,  107,   29,   29,   47,  264,    0,    0,    0,  128,6088853, 6300, 1851,10668, 8520,   10,  163,   38,   50,   69,  478,    0,    0,    0,  193,9269714,10454, 3173,18031,14154,   19,  309,   76,   94,  137,  837,    0,    0,    0,  370
   37,681760, 1257,  456, 2329, 1778,    6,   46,    9,   11,   26,  115,    0,    0,    0,   58,2496968, 3052, 1042, 5749, 4941,    5,  127,   21,   28,   57,  313,    0,    0,    0,  149,6085602, 6679, 2122,11718,10068,   13,  199,   48,   68,   86,  594,    0,    0,    0,  241,9264330,10988, 3620,19796,16787,   24,  372,   78,  107,  169, 1022,    0,    0,    0,  448
   38,681109, 1304,  534, 2504, 2128,    7,   65,   21,   14,   33,  150,    0,    0,    0,   79,2495412, 3146, 1187, 6228, 5775,    9,  138,   21,   27,   62,  361,    0,    0,    0,  170,6082232, 6960, 2384,12755,11853,   18,  243,   59,   70,  118,  723,    0,    0,    0,  300,9258753,11410, 4105,21487,19756,   34,  446,  101,  111,  213, 1234,    0,    0,    0,  549
   39,680449, 1359,  591, 2681, 2499,    7,   81,   19,   22,   38,  191,    0,    0,    0,   98,2493808, 3288, 1331, 6618, 6698,   14,  157,   30,   36,   71,  427,    0,    0,    0,  200,6078773, 7175, 2672,13806,13752,   24,  295,   69,   86,  147,  878,    0,    0,    0,  369,9253030,11822, 4594,23105,22949,   45,  533,  118,  144,  256, 1496,    0,    0,    0,  667
   40,679790, 1385,  648, 2832, 2924,    7,   97,   18,   14,   45,  223,    0,    0,    0,  116,2492192, 3327, 1472, 6997, 7751,   18,  186,   41,   52,   90,  520,    0,    0,    0,  241,6075116, 7488, 2990,14692,15889,   27,  348,   65,   81,  177, 1024,    0,    0,    0,  434,9247098,12200, 5110,24521,26564,   52,  631,  124,  147,  312, 1767,    0,    0,    0,  791
   41,679141, 1356,  712, 2979, 3390,    8,  117,   21,   21,   45,  265,    0,    0,    0,  137,2490546, 3383, 1614, 7302, 8891,   21,  210,   36,   47,  101,  603,    0,    0,    0,  277,6071557, 7598, 3335,15448,18235,   29,  428,   88,   94,  206, 1206,    0,    0,    0,  522,9241244,12337, 5661,25729,30516,   58,  755,  145,  162,  352, 2074,    0,    0,    0,  936
   42,678541, 1323,  770, 3056, 3886,   10,  127,   21,   12,   51,  298,    0,    0,    0,  158,2489014, 3326, 1744, 7520,10124,   29,  233,   42,   42,  115,  687,    0,    0,    0,  319,6068162, 7427, 3684,16099,20793,   37,  509,  106,   97,  243, 1409,    0,    0,    0,  628,9235717,12076, 6198,26675,34803,   76,  869,  169,  151,  409, 2394,    0,    0,    0, 1105
   43,677954, 1280,  856, 3109, 4375,   12,  148,   24,   30,   63,  352,    0,    0,    0,  182,2487555, 3250, 1896, 7668,11357,   31,  263,   40,   53,  129,  780,    0,    0,    0,  359,6064847, 7232, 3984,16702,23394,   43,  586,  104,  114,  276, 1627,    0,    0,    0,  732,9230356,11762, 6736,27479,39126,   86,  997,  168,  197,  468, 2759,    0,    0,    0, 1273
   44,677360, 1255,  906, 3127, 4924,   14,  160,   20,   20,   71,  392,    0,    0,    0,  202,2486136, 3156, 2021, 7718,12689,   37,  299,   49,   75,  142,  904,    0,    0,    0,  408,6061585, 7031, 4280,17123,26132,   51,  672,  116,  121,  317, 1864,    0,    0,    0,  848,9225081,11442, 7207,27968,43745,  102, 1131,  185,  216,  530, 3160,    0,    0,    0, 1458
   45,676800, 1215,  942, 3172, 5435,   22,  176,   32,   32,   84,  456,    0,    0,    0,  234,2484718, 3100, 2130, 7696,14070,   43,  329,   50,   53,  159, 1007,    0,    0,    0,  458,6058416, 6783, 4568,17205,29166,   64,  746,  115,  156,  350, 2135,    0,    0,    0,  963,9219934,11098, 7640,28073,48671,  129, 1251,  197,  241,  593, 3598,    0,    0,    0, 1655
   46,676259, 1163,  987, 3115, 6032,   30,  179,   21,   31,   87,  508,    0,    0,    0,  255,2483385, 2969, 2226, 7567,15559,   51,  369,   58,   76,  177, 1141,    0,    0,    0,  516,6055410, 6585, 4797,17202,32128,   80,  829,  131,  137,  387, 2403,    0,    0,    0, 1094,9215054,10717, 8010,27884,53719,  161, 1377,  210,  244,  651, 4052,    0,    0,    0, 1865
   47,675738, 1129, 1041, 3056, 6586,   36,  199,   29,   29,   93,  729,    0,    0,    0,  298,2482070, 2841, 2322, 7526,16934,   64,  401,   61,   73,  192, 1700,    0,    0,    0,  622,6052467, 6398, 4965,17022,35250,  100,  901,  128,  149,  421, 3763,    0,    0,    2, 1331,9210275,10368, 8328,27604,58770,  200, 1501,  218,  251,  706, 6192,    0,    0,    2, 2251
   48,675225, 1140, 1070, 2949, 7161,   41,  223,   38,   31,  105,  957,    0,    0,    7,  353,2480805, 2753, 2337, 7469,18320,   73,  426,   51,   78,  199, 2252,    0,    0,   15,  713,6049652, 6184, 5081,16711,38451,  123,  961,  129,  174,  462, 5127,    0,    0,   41, 1596,9205682,10077, 8488,27129,63932,  237, 1610,  218,  283,  766, 8336,    0,    0,   63, 2662
   49,674743, 1044, 1093, 2890, 7771,   45,  241,   33,   52,  113, 1198,    0,    0,   13,  404,2479577, 2656, 2374, 7329,19737,   84,  453,   58,   92,  208, 2819,    0,    1,   26,  814,6046771, 6165, 5180,16215,41718,  153, 1025,  130,  209,  489, 6500,    0,    0,   87, 1862,9201091, 9865, 8647,26434,69226,  282, 1719,  221,  353,  810,10517,    0,    1,  126, 3080
   50,674215, 1108, 1105, 2789, 8316,   53,  252,   28,   39,  116, 1415,    0,    0,   25,  447,2478304, 2685, 2404, 7127,21143,   94,  483,   63,  101,  231, 3390,    0,    1,   39,  932,6043955, 6042, 5234,15914,44879,  178, 1119,  160,  226,  517, 7904,    0,    0,  145, 2145,9196474, 9835, 8743,25830,74338,  325, 1854,  251,  366,  864,12709,    0,    1,  209, 3524
   51,673718, 1070, 1103, 2783, 8856,   56,  257,   27,   47,  118, 1638,    0,    0,   29,  497,2477076, 2624, 2434, 6956,22562,  105,  500,   59,  113,  239, 3960,    0,    1,   58, 1041,6041105, 6021, 5285,15540,48044,  207, 1188,  152,  229,  537, 9290,    0,    0,  202, 2434,9191899, 9715, 8822,25279,79462,  368, 1945,  238,  389,  894,14888,    0,    1,  289, 3972
   52,673247, 1026, 1107, 2726, 9417,   63,  273,   27,   46,  120, 1858,    0,    0,   37,  540,2475861, 2536, 2416, 6866,23953,  125,  524,   63,  110,  255, 4525,    0,    1,   75, 1149,6038218, 6069, 5301,15313,51064,  237, 1242,  139,  249,  559,10666,    0,    1,  230, 2704,9187326, 9631, 8824,24905,84434,  425, 2039,  229,  405,  934,17049,    0,    2,  342, 4393
   53,672789, 1005, 1099, 2679, 9943,   71,  293,   45,   50,  133, 2098,    0,    0,   40,  610,2474645, 2569, 2403, 6660,25342,  138,  551,   66,  114,  258, 5092,    0,    1,   84, 1270,6035381, 6102, 5295,15050,54093,  281, 1285,  155,  295,  590,12087,    0,    1,  259, 2992,9182815, 9676, 8797,24389,89378,  490, 2129,  266,  459,  981,19277,    0,    2,  383, 4872
   54,672307, 1004, 1072, 2659,10454,   90,  293,   30,   57,  131, 2331,    0,    0,   48,  659,2473402, 2638, 2385, 6538,26645,  149,  585,   72,  126,  270, 5671,    0,    1,  109, 1402,6032561, 5997, 5336,14931,57058,  319, 1332,  138,  267,  608,13452,    0,    2,  309, 3264,9178270, 9639, 8793,24128,94157,  558, 2210,  240,  450, 1009,21454,    0,    3,  466, 5325
   55,671878,  967, 1066, 2621,10956,   98,  297,   26,   51,  132, 2549,    0,    0,   55,  714,2472237, 2536, 2317, 6501,27996,  170,  585,   58,  136,  282, 6243,    0,    1,  121, 1516,6029729, 6025, 5336,14797,59950,  365, 1331,  121,  312,  629,14842,    0,    2,  334, 3520,9173844, 9528, 8719,23919,98902,  633, 2213,  205,  499, 1043,23634,    0,    3,  510, 5750
   56,671440,  939, 1035, 2537,11526,  109,  296,   26,   56,  133, 2770,    0,    0,   62,  760,2470966, 2620, 2285, 6431,29274,  181,  589,   50,  113,  282, 6780,    0,    1,  138, 1611,6026834, 6062, 5281,14815,62792,  418, 1335,  136,  291,  630,16224,    0,    4,  384, 3777,9169240, 9621, 8601,23783,103592,  708, 2220,  212,  460, 1045,25774,    0,    5,  584, 6148
   57,670957,  994, 1024, 2450,12039,  122,  304,   31,   61,  138, 2996,    0,    0,   71,  815,2469685, 2647, 2231, 6437,30551,  206,  595,   62,  105,  292, 7318,    0,    1,  149, 1717,6023950, 6043, 5271,14824,65658,  456, 1364,  127,  254,  629,17564,    0,    4,  418, 4016,9164592, 9684, 8526,23711,108248,  784, 2263,  220,  420, 1059,27878,    0,    5,  638, 6548
   58,670450, 1003, 1007, 2462,12532,  132,  299,   27,   49,  139, 3205,    0,    1,   74,  862,2468473, 2604, 2196, 6438,31815,  231,  598,   59,  124,  287, 7871,    0,    1,  158, 1813,6020975, 6108, 5248,14850,68519,  502, 1380,  156,  266,  653,18948,    0,    6,  450, 4289,9159898, 9715, 8451,23750,112866,  865, 2277,  242,  439, 1079,30024,    0,    8,  682, 6964
   59,669981,  998,  969, 2481,13016,  141,  292,   24,   62,  141, 3426,    0,    2,   76,  908,2467142, 2720, 2177, 6403,33056,  259,  588,   47,  132,  282, 8417,    0,    1,  166, 1907,6018032, 6189, 5188,14870,71362,  561, 1354,  114,  274,  659,20302,    0,    8,  474, 4529,9155155, 9907, 8334,23754,117434,  961, 2234,  185,  468, 1082,32145,    0,   11,  716, 7344
   60,669531,  968,  941, 2465,13531,  150,  288,   26,   44,  137, 3630,    0,    2,   80,  950,2465800, 2776, 2166, 6460,34274,  281,  574,   36,  117,  281, 8943,    0,    1,  178, 1987,6015124, 6191, 5153,15002,74138,  594, 1376,  123,  261,  641,21651,    0,   10,  505, 4773,9150455, 9935, 8260,23927,121943, 1025, 2238,  185,  422, 1059,34224,    0,   13,  763, 7710
   61,669051,  997,  926, 2471,13982,  159,  284,   26,   36,  138, 3829,    0,    2,   85,  992,2464490, 2777, 2135, 6577,35485,  293,  564,   32,  107,  275, 9464,    0,    1,  192, 2049,6012174, 6236, 5137,15100,76916,  639, 1384,  128,  267,  649,23022,    0,   11,  539, 5020,9145715,10010, 8198,24148,126383, 1091, 2232,  186,  410, 1062,36315,    0,   14,  816, 8061
   62,668586,  996,  926, 2407,14504,  167,  272,   14,   32,  130, 4005,    0,    2,   91, 1018,2463153, 2788, 2119, 6647,36733,  317,  563,   58,  115,  271,10020,    0,    1,  200, 2178,6009215, 6278, 5093,15080,79841,  695, 1355,  115,  304,  633,24412,    0,   12,  565, 5248,9140954,10062, 8138,24134,131078, 1179, 2190,  187,  451, 1034,38437,    0,   15,  856, 8444
   63,668114, 1006,  920, 2411,14960,  175,  275,   24,   42,  127, 4202,    0,    2,   97, 1059,2461740, 2909, 2097, 6671,38004,  336,  554,   36,  123,  249,10562,    0,    1,  216, 2262,6006046, 6430, 5077,15160,82749,  740, 1337,  112,  239,  619,25734,    0,   16,  592, 5473,9135900,10345, 8094,24242,135713, 1251, 2166,  172,  404,  995,40498,    0,   19,  905, 8794
   64,667648, 1010,  906, 2424,15411,  187,  269,   26,   47,  128, 4408,    0,    2,  100, 1109,2460214, 3066, 2110, 6736,39278,  353,  535,   37,  128,  231,11111,    0,    1,  227, 2353,6002926, 6525, 5054,15296,85611,  790, 1331,  122,  263,  594,27096,    0,   18,  619, 5704,9130788,10601, 8070,24456,140300, 1330, 2135,  185,  438,  953,42615,    0,   21,  946, 9166
   65,667161, 1010,  877, 2460,15881,  197,  262,   26,   41,  121, 4609,    0,    3,  105, 1149,2458767, 3054, 2095, 6955,40514,  372,  528,   55,  111,  223,11677,    0,    1,  241, 2459,5999764, 6672, 5005,15365,88565,  831, 1330,  126,  245,  589,28450,    0,   20,  655, 5939,9125692,10736, 7977,24780,144960, 1400, 2120,  207,  397,  933,44736,    0,   24, 1001, 9547
   66,666725,  999,  859, 2417,16381,  205,  265,   27,   39,  116, 4805,    0,    3,  109, 1190,2457264, 3060, 2091, 7139,41818,  385,  537,   51,  126,  227,12263,    0,    1,  253, 2557,5996488, 6825, 5015,15534,91468,  872, 1320,  102,  261,  565,29802,    0,   22,  686, 6154,9120477,10884, 7965,25090,149667, 1462, 2122,  180,  426,  908,46870,    0,   26, 1048, 9901
