Date,Measure Names,absolutehumidityaverage,Min,Max
2/16/2020,AbsoluteHumidity,5.03207478,5.03207478,5.03207478
2/17/2020,AbsoluteHumidity,4.849258816,4.849258816,4.849258816
2/18/2020,AbsoluteHumidity,4.36448641,4.36448641,4.36448641
2/19/2020,AbsoluteHumidity,4.328215009,4.328215009,4.328215009
2/20/2020,AbsoluteHumidity,3.657088836,3.657088836,3.657088836
2/21/2020,AbsoluteHumidity,3.490853729,3.490853729,3.490853729
2/22/2020,AbsoluteHumidity,3.503571932,3.503571932,3.503571932
2/23/2020,AbsoluteHumidity,3.401572561,3.401572561,3.401572561
2/24/2020,AbsoluteHumidity,3.371133334,3.371133334,3.371133334
2/25/2020,AbsoluteHumidity,3.638344,3.638344,3.638344
2/26/2020,AbsoluteHumidity,4.214829677,4.214829677,4.214829677
2/27/2020,AbsoluteHumidity,4.425514909,4.425514909,4.425514909
2/28/2020,AbsoluteHumidity,4.519691122,4.519691122,4.519691122
2/29/2020,AbsoluteHumidity,4.576466286,4.576466286,4.576466286
3/1/2020,AbsoluteHumidity,4.504312259,4.504312259,4.504312259
3/2/2020,AbsoluteHumidity,4.507330097,4.507330097,4.507330097
3/3/2020,AbsoluteHumidity,4.57161496,4.57161496,4.57161496
3/4/2020,AbsoluteHumidity,4.046449904,4.046449904,4.046449904
3/5/2020,AbsoluteHumidity,4.02980409,4.02980409,4.02980409
3/6/2020,AbsoluteHumidity,4.370993758,4.370993758,4.370993758
3/7/2020,AbsoluteHumidity,4.573519054,4.573519054,4.573519054
3/8/2020,AbsoluteHumidity,4.671320853,4.671320853,4.671320853
3/9/2020,AbsoluteHumidity,4.659189887,4.659189887,4.659189887
3/10/2020,AbsoluteHumidity,4.554457737,4.554457737,4.554457737
3/11/2020,AbsoluteHumidity,4.815488815,4.815488815,4.815488815
3/12/2020,AbsoluteHumidity,5.198071497,5.198071497,5.198071497
3/13/2020,AbsoluteHumidity,5.68151236,5.68151236,5.68151236
3/14/2020,AbsoluteHumidity,5.607974374,5.607974374,5.607974374
3/15/2020,AbsoluteHumidity,5.973591744,5.973591744,5.973591744
3/16/2020,AbsoluteHumidity,6.033907385,6.033907385,6.033907385
3/17/2020,AbsoluteHumidity,5.949948885,5.949948885,5.949948885
3/18/2020,AbsoluteHumidity,5.777879973,5.777879973,5.777879973
3/19/2020,AbsoluteHumidity,6.170800462,6.170800462,6.170800462
3/20/2020,AbsoluteHumidity,6.634332162,6.634332162,6.634332162
3/21/2020,AbsoluteHumidity,7.107713986,7.107713986,7.107713986
3/22/2020,AbsoluteHumidity,6.873339415,6.873339415,6.873339415
3/23/2020,AbsoluteHumidity,7.117183388,7.117183388,7.117183388
3/24/2020,AbsoluteHumidity,7.074327497,7.074327497,7.074327497
3/25/2020,AbsoluteHumidity,7.284677764,7.284677764,7.284677764
3/26/2020,AbsoluteHumidity,6.856489465,6.856489465,6.856489465
3/27/2020,AbsoluteHumidity,6.375298412,6.375298412,6.375298412
3/28/2020,AbsoluteHumidity,6.820069807,6.820069807,6.820069807
3/29/2020,AbsoluteHumidity,7.644027708,7.644027708,7.644027708
3/30/2020,AbsoluteHumidity,7.938860392,7.938860392,7.938860392
3/31/2020,AbsoluteHumidity,7.954147661,7.954147661,7.954147661
4/1/2020,AbsoluteHumidity,7.781974551,7.781974551,7.781974551
4/2/2020,AbsoluteHumidity,7.462891971,7.462891971,7.462891971
4/3/2020,AbsoluteHumidity,6.861971495,6.861971495,6.861971495
4/4/2020,AbsoluteHumidity,6.407122667,6.407122667,6.407122667
4/5/2020,AbsoluteHumidity,6.105058171,6.105058171,6.105058171
4/6/2020,AbsoluteHumidity,5.872201765,5.872201765,5.872201765
4/7/2020,AbsoluteHumidity,6.077467664,6.077467664,6.077467664
4/8/2020,AbsoluteHumidity,6.732629093,6.732629093,6.732629093
4/9/2020,AbsoluteHumidity,7.255945918,7.255945918,7.255945918
4/10/2020,AbsoluteHumidity,7.137052962,7.137052962,7.137052962
4/11/2020,AbsoluteHumidity,6.711196587,6.711196587,6.711196587
4/12/2020,AbsoluteHumidity,6.549761761,6.549761761,6.549761761
4/13/2020,AbsoluteHumidity,7.309159781,7.309159781,7.309159781
4/14/2020,AbsoluteHumidity,6.906813472,6.906813472,6.906813472
4/15/2020,AbsoluteHumidity,6.071561654,6.071561654,6.071561654
4/16/2020,AbsoluteHumidity,5.466094195,5.466094195,5.466094195
4/17/2020,AbsoluteHumidity,5.570144174,5.570144174,5.570144174
4/18/2020,AbsoluteHumidity,5.969477601,5.969477601,5.969477601
4/19/2020,AbsoluteHumidity,5.761161517,5.761161517,5.761161517
4/20/2020,AbsoluteHumidity,5.077093491,5.077093491,5.077093491
4/21/2020,AbsoluteHumidity,5.332336152,5.332336152,5.332336152
4/22/2020,AbsoluteHumidity,5.110047303,5.110047303,5.110047303
4/23/2020,AbsoluteHumidity,5.417312778,5.417312778,5.417312778
4/24/2020,AbsoluteHumidity,6.230289379,6.230289379,6.230289379
4/25/2020,AbsoluteHumidity,6.507762821,6.507762821,6.507762821
4/26/2020,AbsoluteHumidity,7.109385232,7.109385232,7.109385232
4/27/2020,AbsoluteHumidity,7.058151863,7.058151863,7.058151863
4/28/2020,AbsoluteHumidity,6.969962708,6.969962708,6.969962708
4/29/2020,AbsoluteHumidity,7.80630037,7.80630037,7.80630037
4/30/2020,AbsoluteHumidity,8.638224188,8.638224188,8.638224188
5/1/2020,AbsoluteHumidity,8.597402744,8.597402744,8.597402744
5/2/2020,AbsoluteHumidity,8.398238414,8.398238414,8.398238414
5/3/2020,AbsoluteHumidity,8.505914841,8.505914841,8.505914841
5/4/2020,AbsoluteHumidity,8.82581024,8.82581024,8.82581024
5/5/2020,AbsoluteHumidity,8.735804047,8.735804047,8.735804047
5/6/2020,AbsoluteHumidity,8.634704329,8.634704329,8.634704329
5/7/2020,AbsoluteHumidity,7.783760038,7.783760038,7.783760038
5/8/2020,AbsoluteHumidity,7.379519563,7.379519563,7.379519563
5/9/2020,AbsoluteHumidity,6.92447756,6.92447756,6.92447756
5/10/2020,AbsoluteHumidity,6.055253177,6.055253177,6.055253177
5/11/2020,AbsoluteHumidity,5.644752719,5.644752719,5.644752719
5/12/2020,AbsoluteHumidity,5.503331641,5.503331641,5.503331641
5/13/2020,AbsoluteHumidity,5.059361446,5.059361446,5.059361446
5/14/2020,AbsoluteHumidity,5.383208505,5.383208505,5.383208505
5/15/2020,AbsoluteHumidity,6.261890082,6.261890082,6.261890082
5/16/2020,AbsoluteHumidity,7.40365398,7.40365398,7.40365398
5/17/2020,AbsoluteHumidity,8.426499872,8.426499872,8.426499872
5/18/2020,AbsoluteHumidity,9.082313512,9.082313512,9.082313512
5/19/2020,AbsoluteHumidity,9.431898167,9.431898167,9.431898167
5/20/2020,AbsoluteHumidity,9.618971505,9.618971505,9.618971505
5/21/2020,AbsoluteHumidity,9.785002898,9.785002898,9.785002898
5/22/2020,AbsoluteHumidity,9.909380814,9.909380814,9.909380814
5/23/2020,AbsoluteHumidity,10.29187052,10.29187052,10.29187052
5/24/2020,AbsoluteHumidity,10.45456173,10.45456173,10.45456173
5/25/2020,AbsoluteHumidity,10.6542976,10.6542976,10.6542976
5/26/2020,AbsoluteHumidity,11.59862792,11.59862792,11.59862792
5/27/2020,AbsoluteHumidity,12.83545721,12.83545721,12.83545721
5/28/2020,AbsoluteHumidity,14.10398022,14.10398022,14.10398022
5/29/2020,AbsoluteHumidity,14.80537156,14.80537156,14.80537156
5/30/2020,AbsoluteHumidity,14.59405495,14.59405495,14.59405495
5/31/2020,AbsoluteHumidity,13.95726396,13.95726396,13.95726396
6/1/2020,AbsoluteHumidity,13.12435836,13.12435836,13.12435836
6/2/2020,AbsoluteHumidity,12.43789353,12.43789353,12.43789353
6/3/2020,AbsoluteHumidity,12.20570267,12.20570267,12.20570267
6/4/2020,AbsoluteHumidity,11.81484574,11.81484574,11.81484574
6/5/2020,AbsoluteHumidity,11.66064707,11.66064707,11.66064707
6/6/2020,AbsoluteHumidity,12.27655339,12.27655339,12.27655339
6/7/2020,AbsoluteHumidity,12.70120878,12.70120878,12.70120878
6/8/2020,AbsoluteHumidity,13.16691269,13.16691269,13.16691269
6/9/2020,AbsoluteHumidity,13.82172865,13.82172865,13.82172865
6/10/2020,AbsoluteHumidity,14.66309849,14.66309849,14.66309849
6/11/2020,AbsoluteHumidity,15.02869428,15.02869428,15.02869428
6/12/2020,AbsoluteHumidity,14.21490744,14.21490744,14.21490744
6/13/2020,AbsoluteHumidity,13.06842041,13.06842041,13.06842041
6/14/2020,AbsoluteHumidity,12.85332144,12.85332144,12.85332144
6/15/2020,AbsoluteHumidity,12.89888842,12.89888842,12.89888842
6/16/2020,AbsoluteHumidity,12.39419743,12.39419743,12.39419743
6/17/2020,AbsoluteHumidity,11.4544798,11.4544798,11.4544798
6/18/2020,AbsoluteHumidity,11.13115397,11.13115397,11.13115397
6/19/2020,AbsoluteHumidity,11.65457497,11.65457497,11.65457497
6/20/2020,AbsoluteHumidity,12.70645288,12.70645288,12.70645288
6/21/2020,AbsoluteHumidity,13.77052512,13.77052512,13.77052512
6/22/2020,AbsoluteHumidity,14.84233546,14.84233546,14.84233546
6/23/2020,AbsoluteHumidity,15.99016312,15.99016312,15.99016312
6/24/2020,AbsoluteHumidity,16.18591936,16.18591936,16.18591936
6/25/2020,AbsoluteHumidity,15.99007589,15.99007589,15.99007589
6/26/2020,AbsoluteHumidity,15.72492119,15.72492119,15.72492119
6/27/2020,AbsoluteHumidity,15.58851033,15.58851033,15.58851033
6/28/2020,AbsoluteHumidity,15.72494372,15.72494372,15.72494372
6/29/2020,AbsoluteHumidity,15.52702104,15.52702104,15.52702104
6/30/2020,AbsoluteHumidity,15.08076116,15.08076116,15.08076116
7/1/2020,AbsoluteHumidity,15.42846851,15.42846851,15.42846851
7/2/2020,AbsoluteHumidity,15.63243102,15.63243102,15.63243102
7/3/2020,AbsoluteHumidity,15.92325154,15.92325154,15.92325154
7/4/2020,AbsoluteHumidity,16.1362696,16.1362696,16.1362696
7/5/2020,AbsoluteHumidity,16.2283264,16.2283264,16.2283264
7/6/2020,AbsoluteHumidity,16.59271805,16.59271805,16.59271805
7/7/2020,AbsoluteHumidity,17.12250329,17.12250329,17.12250329
7/8/2020,AbsoluteHumidity,17.53415649,17.53415649,17.53415649
7/9/2020,AbsoluteHumidity,17.98912435,17.98912435,17.98912435
7/10/2020,AbsoluteHumidity,18.47043611,18.47043611,18.47043611
7/11/2020,AbsoluteHumidity,18.66634116,18.66634116,18.66634116
7/12/2020,AbsoluteHumidity,18.25531529,18.25531529,18.25531529
7/13/2020,AbsoluteHumidity,17.95281076,17.95281076,17.95281076
7/14/2020,AbsoluteHumidity,17.42491935,17.42491935,17.42491935
7/15/2020,AbsoluteHumidity,16.82801512,16.82801512,16.82801512
7/16/2020,AbsoluteHumidity,16.68888091,16.68888091,16.68888091
7/17/2020,AbsoluteHumidity,16.69430105,16.69430105,16.69430105
7/18/2020,AbsoluteHumidity,16.57767721,16.57767721,16.57767721
7/19/2020,AbsoluteHumidity,17.18113914,17.18113914,17.18113914
7/20/2020,AbsoluteHumidity,17.62928426,17.62928426,17.62928426
7/21/2020,AbsoluteHumidity,18.09503769,18.09503769,18.09503769
7/22/2020,AbsoluteHumidity,18.83494703,18.83494703,18.83494703
7/23/2020,AbsoluteHumidity,19.11668939,19.11668939,19.11668939
7/24/2020,AbsoluteHumidity,19.25423088,19.25423088,19.25423088
7/25/2020,AbsoluteHumidity,19.50418673,19.50418673,19.50418673
7/26/2020,AbsoluteHumidity,19.41120874,19.41120874,19.41120874
7/27/2020,AbsoluteHumidity,19.13811582,19.13811582,19.13811582
7/28/2020,AbsoluteHumidity,19.23665403,19.23665403,19.23665403
7/29/2020,AbsoluteHumidity,18.67964257,18.67964257,18.67964257
7/30/2020,AbsoluteHumidity,18.45190579,18.45190579,18.45190579
7/31/2020,AbsoluteHumidity,18.43459467,18.43459467,18.43459467
8/1/2020,AbsoluteHumidity,18.39762431,18.39762431,18.39762431
8/2/2020,AbsoluteHumidity,18.66392407,18.66392407,18.66392407
8/3/2020,AbsoluteHumidity,18.61779444,18.61779444,18.61779444
8/4/2020,AbsoluteHumidity,18.56308068,18.56308068,18.56308068
8/5/2020,AbsoluteHumidity,18.52288429,18.52288429,18.52288429
8/6/2020,AbsoluteHumidity,18.4824292,18.4824292,18.4824292
8/7/2020,AbsoluteHumidity,18.32369398,18.32369398,18.32369398
8/8/2020,AbsoluteHumidity,18.12827745,18.12827745,18.12827745
8/9/2020,AbsoluteHumidity,17.79756683,17.79756683,17.79756683
8/10/2020,AbsoluteHumidity,18.03342763,18.03342763,18.03342763
8/11/2020,AbsoluteHumidity,18.26850583,18.26850583,18.26850583
8/12/2020,AbsoluteHumidity,18.9108738,18.9108738,18.9108738
8/13/2020,AbsoluteHumidity,19.23514501,19.23514501,19.23514501
8/14/2020,AbsoluteHumidity,19.35142451,19.35142451,19.35142451
8/15/2020,AbsoluteHumidity,19.25373917,19.25373917,19.25373917
8/16/2020,AbsoluteHumidity,18.99630177,18.99630177,18.99630177
8/17/2020,AbsoluteHumidity,18.47926615,18.47926615,18.47926615
8/18/2020,AbsoluteHumidity,17.73185124,17.73185124,17.73185124
8/19/2020,AbsoluteHumidity,16.96106199,16.96106199,16.96106199
8/20/2020,AbsoluteHumidity,16.08647373,16.08647373,16.08647373
8/21/2020,AbsoluteHumidity,15.58915063,15.58915063,15.58915063
8/22/2020,AbsoluteHumidity,15.76980586,15.76980586,15.76980586
8/23/2020,AbsoluteHumidity,16.11884044,16.11884044,16.11884044
8/24/2020,AbsoluteHumidity,16.67150148,16.67150148,16.67150148
8/25/2020,AbsoluteHumidity,17.24755375,17.24755375,17.24755375
8/26/2020,AbsoluteHumidity,17.18249753,17.18249753,17.18249753
8/27/2020,AbsoluteHumidity,17.72368199,17.72368199,17.72368199
8/28/2020,AbsoluteHumidity,17.9878606,17.9878606,17.9878606
8/29/2020,AbsoluteHumidity,18.16232734,18.16232734,18.16232734
8/30/2020,AbsoluteHumidity,17.31547155,17.31547155,17.31547155
8/31/2020,AbsoluteHumidity,16.62660815,16.62660815,16.62660815
9/1/2020,AbsoluteHumidity,16.32905674,16.32905674,16.32905674
9/2/2020,AbsoluteHumidity,17.04137166,17.04137166,17.04137166
9/3/2020,AbsoluteHumidity,17.38997943,17.38997943,17.38997943
9/4/2020,AbsoluteHumidity,17.48826871,17.48826871,17.48826871
9/5/2020,AbsoluteHumidity,16.32900313,16.32900313,16.32900313
9/6/2020,AbsoluteHumidity,16.17136716,16.17136716,16.17136716
9/7/2020,AbsoluteHumidity,16.00163734,16.00163734,16.00163734
9/8/2020,AbsoluteHumidity,15.82897673,15.82897673,15.82897673
9/9/2020,AbsoluteHumidity,15.61197332,15.61197332,15.61197332
9/10/2020,AbsoluteHumidity,15.64465394,15.64465394,15.64465394
9/11/2020,AbsoluteHumidity,15.68293932,15.68293932,15.68293932
9/12/2020,AbsoluteHumidity,16.06712178,16.06712178,16.06712178
9/13/2020,AbsoluteHumidity,16.37857654,16.37857654,16.37857654
9/14/2020,AbsoluteHumidity,16.52924377,16.52924377,16.52924377
9/15/2020,AbsoluteHumidity,15.53468026,15.53468026,15.53468026
9/16/2020,AbsoluteHumidity,14.38136288,14.38136288,14.38136288
9/17/2020,AbsoluteHumidity,13.46859402,13.46859402,13.46859402
9/18/2020,AbsoluteHumidity,12.64445193,12.64445193,12.64445193
9/19/2020,AbsoluteHumidity,11.46653906,11.46653906,11.46653906
9/20/2020,AbsoluteHumidity,10.3282357,10.3282357,10.3282357
9/21/2020,AbsoluteHumidity,9.168275164,9.168275164,9.168275164
9/22/2020,AbsoluteHumidity,8.924272094,8.924272094,8.924272094
9/23/2020,AbsoluteHumidity,8.724247687,8.724247687,8.724247687
9/24/2020,AbsoluteHumidity,8.408637216,8.408637216,8.408637216
9/25/2020,AbsoluteHumidity,8.353377551,8.353377551,8.353377551
9/26/2020,AbsoluteHumidity,9.580493314,9.580493314,9.580493314
9/27/2020,AbsoluteHumidity,10.98447392,10.98447392,10.98447392
9/28/2020,AbsoluteHumidity,12.38229303,12.38229303,12.38229303
9/29/2020,AbsoluteHumidity,13.73079069,13.73079069,13.73079069
9/30/2020,AbsoluteHumidity,13.96085748,13.96085748,13.96085748
10/1/2020,AbsoluteHumidity,13.6973293,13.6973293,13.6973293
10/2/2020,AbsoluteHumidity,13.16310944,13.16310944,13.16310944
10/3/2020,AbsoluteHumidity,12.10268802,12.10268802,12.10268802
10/4/2020,AbsoluteHumidity,10.91823183,10.91823183,10.91823183
10/5/2020,AbsoluteHumidity,9.965844939,9.965844939,9.965844939
10/6/2020,AbsoluteHumidity,8.91224039,8.91224039,8.91224039
10/7/2020,AbsoluteHumidity,8.927896167,8.927896167,8.927896167
10/8/2020,AbsoluteHumidity,8.673622164,8.673622164,8.673622164
10/9/2020,AbsoluteHumidity,8.454347582,8.454347582,8.454347582
10/10/2020,AbsoluteHumidity,9.064851421,9.064851421,9.064851421
10/11/2020,AbsoluteHumidity,10.06417269,10.06417269,10.06417269
10/12/2020,AbsoluteHumidity,10.63471535,10.63471535,10.63471535
10/13/2020,AbsoluteHumidity,11.0512037,11.0512037,11.0512037
10/14/2020,AbsoluteHumidity,10.72272702,10.72272702,10.72272702
10/15/2020,AbsoluteHumidity,10.99853618,10.99853618,10.99853618
10/16/2020,AbsoluteHumidity,11.43010179,11.43010179,11.43010179
10/17/2020,AbsoluteHumidity,10.67699921,10.67699921,10.67699921
10/18/2020,AbsoluteHumidity,9.568002665,9.568002665,9.568002665
10/19/2020,AbsoluteHumidity,9.020002912,9.020002912,9.020002912
10/20/2020,AbsoluteHumidity,8.622642489,8.330594284,8.330594284
10/21/2020,AbsoluteHumidity,8.437392147,8.330594284,8.518662153
10/22/2020,AbsoluteHumidity,8.206902815,7.587640352,8.518662153
10/23/2020,AbsoluteHumidity,8.128613958,7.487652544,8.518662153
10/24/2020,AbsoluteHumidity,8.177385015,7.487652544,8.518662153
10/25/2020,AbsoluteHumidity,8.072686144,7.487652544,8.518662153
10/26/2020,AbsoluteHumidity,8.036535275,7.487652544,8.873175637
10/27/2020,AbsoluteHumidity,8.086535789,7.487652544,8.873175637
10/28/2020,AbsoluteHumidity,8.097816062,7.487652544,8.873175637
10/29/2020,AbsoluteHumidity,8.019231646,7.03754944,8.873175637
10/30/2020,AbsoluteHumidity,8.09654139,7.03754944,8.873175637
10/31/2020,AbsoluteHumidity,8.07163212,7.03754944,8.873175637
11/1/2020,AbsoluteHumidity,8.072887975,7.03754944,8.873175637
11/2/2020,AbsoluteHumidity,7.775596481,6.792135179,8.680597876
11/3/2020,AbsoluteHumidity,7.479619805,6.608761148,8.597624066
11/4/2020,AbsoluteHumidity,7.308196612,6.608761148,8.028820748
11/5/2020,AbsoluteHumidity,7.481560995,6.608761148,8.251100115
11/6/2020,AbsoluteHumidity,7.324553557,6.608761148,8.251100115
11/7/2020,AbsoluteHumidity,6.931896785,4.903074657,8.251100115
11/8/2020,AbsoluteHumidity,6.606616716,4.903074657,8.251100115
11/9/2020,AbsoluteHumidity,6.530201037,4.903074657,8.251100115
11/10/2020,AbsoluteHumidity,6.33417732,4.903074657,8.251100115
11/11/2020,AbsoluteHumidity,6.070792473,4.903074657,8.251100115
11/12/2020,AbsoluteHumidity,5.59822089,4.903074657,6.929768684
11/13/2020,AbsoluteHumidity,5.257811793,4.546905003,6.257225425
11/14/2020,AbsoluteHumidity,5.281885193,4.546905003,6.257225425
11/15/2020,AbsoluteHumidity,5.404637545,4.546905003,6.257225425
11/16/2020,AbsoluteHumidity,5.374196856,4.546905003,6.223081976
11/17/2020,AbsoluteHumidity,5.386381913,4.546905003,6.223081976
11/18/2020,AbsoluteHumidity,5.397778012,4.546905003,6.223081976
11/19/2020,AbsoluteHumidity,5.443795762,4.546905003,6.223081976
11/20/2020,AbsoluteHumidity,5.507330111,4.991645448,6.223081976
11/21/2020,AbsoluteHumidity,5.584042945,4.991645448,6.223081976
11/22/2020,AbsoluteHumidity,5.369839048,4.723654695,6.044140603
11/23/2020,AbsoluteHumidity,5.191544921,4.723654695,5.633740479
11/24/2020,AbsoluteHumidity,5.13944095,4.723654695,5.633740479
11/25/2020,AbsoluteHumidity,5.138149074,4.723654695,5.624697342
11/26/2020,AbsoluteHumidity,5.16505405,4.723654695,5.624697342
11/27/2020,AbsoluteHumidity,5.168589526,4.723654695,5.624697342
11/28/2020,AbsoluteHumidity,5.099296961,4.723654695,5.624697342
11/29/2020,AbsoluteHumidity,5.176312112,4.79608172,5.624697342
11/30/2020,AbsoluteHumidity,5.440430473,4.957162735,6.644910243
12/1/2020,AbsoluteHumidity,5.577815733,5.016393784,6.644910243
12/2/2020,AbsoluteHumidity,5.537623566,5.016393784,6.644910243
12/3/2020,AbsoluteHumidity,5.481225257,5.016393784,6.644910243
12/4/2020,AbsoluteHumidity,5.606266273,5.058769951,6.644910243
12/5/2020,AbsoluteHumidity,5.737078298,5.058769951,6.644910243
12/6/2020,AbsoluteHumidity,5.659151424,4.717272638,6.644910243
12/7/2020,AbsoluteHumidity,5.269007357,3.913901777,6.039214503
12/8/2020,AbsoluteHumidity,5.129724525,3.913901777,6.039214503
12/9/2020,AbsoluteHumidity,5.102816388,3.913901777,6.039214503
12/10/2020,AbsoluteHumidity,4.989218924,3.913901777,6.039214503
12/11/2020,AbsoluteHumidity,4.772918236,3.913901777,6.039214503
12/12/2020,AbsoluteHumidity,4.550408689,3.913901777,5.15499522
12/13/2020,AbsoluteHumidity,4.619227439,3.913901777,5.199003888
12/14/2020,AbsoluteHumidity,4.802197472,4.263587706,5.199003888
12/15/2020,AbsoluteHumidity,4.729967618,4.263587706,5.199003888
12/16/2020,AbsoluteHumidity,4.681751184,4.263587706,5.199003888
12/17/2020,AbsoluteHumidity,4.695866652,4.362395986,5.199003888
12/18/2020,AbsoluteHumidity,4.691144347,4.344519944,5.199003888
12/19/2020,AbsoluteHumidity,4.601576226,3.854670829,5.199003888
12/20/2020,AbsoluteHumidity,4.595460878,3.854670829,5.194692008
12/21/2020,AbsoluteHumidity,4.702648827,3.854670829,5.945007651
12/22/2020,AbsoluteHumidity,4.975296937,3.854670829,6.346807517
12/23/2020,AbsoluteHumidity,5.077735858,3.854670829,6.346807517
12/24/2020,AbsoluteHumidity,5.187727172,3.854670829,6.346807517
12/25/2020,AbsoluteHumidity,5.226026969,3.854670829,6.346807517
12/26/2020,AbsoluteHumidity,5.38888734,4.612618523,6.346807517
12/27/2020,AbsoluteHumidity,5.393197504,4.612618523,6.346807517
12/28/2020,AbsoluteHumidity,5.236553912,4.612618523,6.346807517
12/29/2020,AbsoluteHumidity,5.071737029,4.612618523,5.534552632
12/30/2020,AbsoluteHumidity,4.907077733,4.381937559,5.193089338
12/31/2020,AbsoluteHumidity,4.606952249,3.031456792,5.193089338
1/1/2021,AbsoluteHumidity,4.429885418,4.429885418,4.429885418
1/2/2021,AbsoluteHumidity,4.199264616,3.968643814,4.429885418
1/3/2021,AbsoluteHumidity,3.921589694,3.36623985,4.429885418
1/4/2021,AbsoluteHumidity,3.830409342,3.36623985,4.429885418
1/5/2021,AbsoluteHumidity,3.67082362,3.032480731,4.429885418
1/6/2021,AbsoluteHumidity,3.599315377,3.032480731,4.429885418
1/7/2021,AbsoluteHumidity,3.475035464,2.729355986,4.429885418
1/8/2021,AbsoluteHumidity,3.280489219,2.729355986,3.968643814
1/9/2021,AbsoluteHumidity,3.200979476,2.729355986,3.556868285
1/10/2021,AbsoluteHumidity,3.231108797,2.729355986,3.577145097
1/11/2021,AbsoluteHumidity,3.296283482,2.729355986,4.013091081
1/12/2021,AbsoluteHumidity,3.675922294,2.729355986,5.689952413
1/13/2021,AbsoluteHumidity,3.81333724,2.729355986,5.689952413
1/14/2021,AbsoluteHumidity,3.946756847,3.068061706,5.689952413
1/15/2021,AbsoluteHumidity,4.051909566,3.412075613,5.689952413
1/16/2021,AbsoluteHumidity,4.145184582,3.577145097,5.689952413
1/17/2021,AbsoluteHumidity,4.240884963,3.663293236,5.689952413
1/18/2021,AbsoluteHumidity,4.265564694,3.663293236,5.689952413
1/19/2021,AbsoluteHumidity,3.980424083,3.663293236,4.24704776
1/20/2021,AbsoluteHumidity,3.917671557,3.663293236,4.24704776
1/21/2021,AbsoluteHumidity,3.930283222,3.693968138,4.24704776
